"RepNum","GeneID","V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10"
3,"1_5",0.815915881842909,0.796290997132373,0.655095845175451,0.652170435035007,0.651045274528203,0.792887797332396,0.734150032444002,0.613682861269545,0.690670011589962,0.723273785933888
4,"1_5",0.54205915707385,0.491142607659907,0.554997430209352,0.648384979688145,0.484171315354312,0.572290899082392,0.662872268872411,0.435384866723635,0.66874812396105,0.402308741138517
1,"1_6",0.662433417557751,0.426517477723808,0.657025423878066,0.599752137828397,0.586594739919392,0.438787861948387,0.446857789028639,0.357617776378835,0.436554652863041,0.388397001881406
2,"1_6",0.406407221893336,0.522250335687823,0.453305084362607,0.502611292567336,0.233181160618886,0.481731947206224,0.24909684294808,0.553775205211851,0.387571012621646,0.546688677611687
3,"1_6",0.637342534770852,0.575755917383511,0.608692577909573,0.803244043183251,0.779908062239621,0.579234761595006,0.555990002410735,0.765659223009657,0.749151090488084,0.546065591927518
4,"1_6",0.360495858595876,0.448208639991409,0.354247644289948,0.424817137837241,0.489340360109065,0.331786138917311,0.49987024941225,0.390256030528631,0.293841487084785,0.440455713469943
1,"1_7",0.555504809645901,0.239481035423256,0.543212106557803,0.505291612917338,0.525849431249671,0.582628167676393,0.729187275964036,0.568012621757648,0.45733378459199,0.606448941555327
2,"1_7",0.41896302910371,0.480079807947799,0.34815972054282,0.383361954853608,0.344891829574921,0.417954622754775,0.475284870568357,0.635372197414499,0.333891647151152,0.420861227307855
3,"1_7",0.414684985580832,0.454772423602326,0.421286277483643,0.449255891812059,0.528048813345963,0.183335088186197,0.326152816274389,0.340864257780409,0.415035542557245,0.409263233553387
4,"1_7",0.778799974377163,0.631808782776387,0.845117267373632,0.689130355884817,0.663866503874007,0.613789276257424,0.621149254239044,0.752656376657099,0.664535736499138,0.637918878464896
1,"1_8",0.469627005407829,0.564719666595542,0.458577283667178,0.524309350977001,0.327912641867444,0.404688053638889,0.43521178429668,0.370125896620006,0.515017991835468,0.362205702799066
2,"1_8",0.490927570822726,0.419747980095611,0.498168510355975,0.465113542201733,0.454041550738047,0.589015092418124,0.591752468003468,0.563205499170529,0.477191991602951,0.594499605475677
3,"1_8",0.647104078587041,0.731398216279743,0.471394895454288,0.649498289685056,0.512334902187165,0.675290544238866,0.614235054243802,0.456703658618491,0.532677296795718,0.840993726187588
4,"1_8",0.358643202816303,0.278005944219255,0.314643497061139,0.373754740060685,0.538458275970202,0.362088984179229,0.530366107921504,0.498306440716709,0.40994079329391,0.5381868107355
1,"1_9",0.340990604254129,0.256151662175769,0.50445665749224,0.517756793016595,0.369496167800678,0.355316813023666,0.415538764054156,0.427964783133712,0.32413920676246,0.229788239456404
2,"1_9",0.581747780199859,0.508220571859824,0.57629465670163,0.625127645083425,0.586722292902826,0.587719430271697,0.595234184039326,0.495633426383348,0.556628549409337,0.488309815013957
3,"1_9",0.570803189069516,0.603694937873576,0.392113307825037,0.373059448495525,0.471700556074742,0.554949025670461,0.59653875379793,0.486000369205138,0.440375733976706,0.492510371206071
4,"1_9",0.580595468988374,0.587137953993655,0.462674216802264,0.611290802116034,0.43527474187923,0.46077866094458,0.470550879623178,0.71600629996824,0.630794660119654,0.515981139949949
1,"1_10",0.564166016546359,0.500509645301547,0.438281605583074,0.526247250792582,0.406654774888471,0.506692991281448,0.402530588492185,0.592015772649,0.464747963836454,0.459194760747048
2,"1_10",0.390972025129412,0.298252937462324,0.388717284259953,0.549839268403834,0.342790088317374,0.420788664471802,0.27189461277171,0.466680369509063,0.268259410394764,0.503892998179823
3,"1_10",0.509258050109568,0.350702206326765,0.426143728238495,0.384611142233958,0.533497576290919,0.603427837945688,0.558846909070488,0.286979883063516,0.395336051737285,0.503209028919408
4,"1_10",0.459479348059159,0.132243898416103,0.563305419591879,0.492832061184366,0.500659815736498,0.404911209984572,0.505269145390611,0.451859727992162,0.352080620234018,0.605033103011337
1,"1_11",0.503597333300159,0.318286508756929,0.660675684509636,0.578267582095797,0.486926919320804,0.496220877654146,0.572851255575222,0.59227871857857,0.577131515207229,0.559202872221242
2,"1_11",0.623668326246076,0.489739226601897,0.537480355599389,0.702100969392478,0.522978304524914,0.535136912696478,0.533256242115505,0.546245773618356,0.614939270555056,0.511410199392343
3,"1_11",0.610488673080452,0.315343180797858,0.509251464660059,0.425618135810219,0.621523816403054,0.51420558968527,0.562206061289604,0.530381273855336,0.400182209007718,0.484514638930192
4,"1_11",0.482866231682923,0.495889546997681,0.545433265674816,0.598065566707759,0.522324564087075,0.466633908721008,0.574605479037404,0.689155079726715,0.590798168104369,0.447647516225577
1,"1_12",0.330328945850753,0.421311174611941,0.26146512177163,0.413042113004953,0.409721814933765,0.321173784313318,0.327543912545844,0.248341639135163,0.374531349234817,0.367699648961382
2,"1_12",0.401374201549616,0.242491411413578,0.249525890332851,0.331860375143072,0.48817090269461,0.531022832978375,0.40814827735028,0.334310306169344,0.245010978121219,0.448388222083485
3,"1_12",0.602733290164856,0.468363588893309,0.683895765662727,0.553852114676465,0.667141130577746,0.522055358839469,0.525604065033873,0.570865312083545,0.387793919978751,0.403250892048183
4,"1_12",0.628414177051768,0.647159492600557,0.652510769131809,0.516964098199144,0.600243255154447,0.673737850872517,0.538488271318293,0.668928672613787,0.354960250551749,0.565447253449432
1,"1_13",0.644391680438851,0.508188368982609,0.625639905257467,0.4808025530756,0.548930409840941,0.583621540318734,0.66412730093546,0.54783026523219,0.531069781239528,0.587313243410371
2,"1_13",0.639284891966311,0.441884953934999,0.507592589120533,0.697230087648528,0.536751883995086,0.593676684908342,0.678859852684484,0.538234767570378,0.581756542724905,0.492839819930956
3,"1_13",0.446660761010956,0.395054586562851,0.53997764616435,0.572568174757883,0.281214219385211,0.450200863116719,0.409310046316981,0.548662568768435,0.404947123057446,0.567009526952253
4,"1_13",0.482464343204136,0.421484327289692,0.423134919874171,0.533911254700885,0.354244104710489,0.507896655048232,0.458981923075101,0.303865626711105,0.511697887955814,0.511118220322381
1,"1_14",0.676423764845837,0.501077950079936,0.632566506773543,0.487406977227179,0.508825752414964,0.636192052680603,0.544193103392192,0.725478140474065,0.466904134439688,0.597998998326811
2,"1_14",0.569435726205465,0.470465712478125,0.463155045681267,0.33415532778282,0.408963075696286,0.526665451204125,0.462918277978226,0.400062862861714,0.359414343892334,0.639574798541436
3,"1_14",0.494551666817561,0.229347066503071,0.637196866986548,0.442451029835731,0.357241990285866,0.472679105078753,0.272200621052112,0.469301105811905,0.445345073073167,0.382732543766857
4,"1_14",0.493945265806831,0.396176194770238,0.450875513378313,0.379859306555022,0.320273554357573,0.619184252535224,0.429868354158688,0.437593516853942,0.4628213879316,0.470729068285345
1,"1_15",0.632997336054787,0.487040149437284,0.640602778551994,0.590381226782804,0.613972396151297,0.327867636965144,0.719990535633732,0.549580001956155,0.629585056427861,0.603307488788056
2,"1_15",0.226438244697766,0.32504379884802,0.373275174393444,0.305151947023396,0.205507008733876,0.233411072722804,0.167898554926571,0.166130638673367,0.345694229401602,0.323199901318338
3,"1_15",0.236663008980928,0.327605529358979,0.152765867131599,0.395494461602989,0.223351162089708,0.174038278670572,0.233705103352218,0.45617329404276,0.249394587033732,0.324095943928907
4,"1_15",0.466047444478466,0.538382164429523,0.557283526641516,0.796371527599361,0.566248362241135,0.504395922699247,0.483211707708663,0.649088507505042,0.517520865335589,0.647036896449963
1,"1_16",0.554066997574312,0.537230006758378,0.456806264751978,0.477198640989014,0.486406108476573,0.466979603656598,0.380463489892446,0.612730580665554,0.599834712588081,0.582460500736799
2,"1_16",0.575539955019655,0.397547640077898,0.401257384866238,0.490801962705226,0.654914444420265,0.666501061383743,0.582837433677363,0.532986477525678,0.46478412474098,0.543439200090793
3,"1_16",0.542807124121304,0.75726561267587,0.415402952636248,0.604589067905162,0.579496339810008,0.538581285151367,0.761185980693327,0.7454411325446,0.74726755726297,0.497126623549445
4,"1_16",0.57095936720057,0.638075599470898,0.581770750786783,0.517112268879258,0.763436396262996,0.646741291353151,0.552600262723131,0.703429820954414,0.610702664178064,0.707028986437414
1,"1_17",0.616944576776994,0.576763411055211,0.494755265150179,0.650226645001204,0.625508816390466,0.506645041691107,0.594130861017281,0.637096332916762,0.462457663942623,0.461448550538472
2,"1_17",0.685768859403903,0.648162161380268,0.45317861881432,0.433845584192439,0.448619058931472,0.632361737113794,0.464404467355583,0.522212298903125,0.579906356490645,0.640141809679796
3,"1_17",0.371832296752625,0.438937310481732,0.321532270536448,0.391706449832287,0.543614405915231,0.69647865212373,0.512649315876585,0.567085257571904,0.739094895612984,0.719791474708345
4,"1_17",0.548166902417884,0.43948280297421,0.332807134406513,0.508104107925311,0.607714826485394,0.437168312201548,0.298134053706286,0.515021708431005,0.487033316673533,0.254269382990628
1,"1_18",0.651288458708165,0.642527286928016,0.254902938941238,0.460837352788434,0.629876315139514,0.556128703430701,0.571878308357946,0.620535578356143,0.424722768006025,0.453368602723306
2,"1_18",0.668788297664084,0.600209998329589,0.59875336662934,0.510683193590565,0.469992458878665,0.512605694208207,0.536345972819118,0.632783464679956,0.539414343326322,0.70877702453145
3,"1_18",0.526687916942754,0.662408356284406,0.484492804345085,0.538071391885686,0.524757160272727,0.471156798119769,0.499858091832469,0.579362595797837,0.545882708806619,0.551837255142676
4,"1_18",0.501908446082652,0.665202270229272,0.60239967506648,0.671103509435317,0.631157096003095,0.507799901324022,0.745422883751282,0.566852849464256,0.665800255471459,0.641596486252622
1,"1_19",0.52162062697411,0.538062023502584,0.57469133351362,0.644160661811873,0.562238303657954,0.823225955015356,0.515688880780489,0.512460863256752,0.579550529948882,0.76489291791047
2,"1_19",0.453949615027842,0.347510899199992,0.283519051373167,0.329211391410798,0.469858916306186,0.286314576025927,0.428345679618675,0.211545455179088,0.482061435143311,0.198179321900721
3,"1_19",0.421666686559756,0.5036047653559,0.415588260550574,0.475444915159992,0.485726166169437,0.665809013873594,0.562966919434295,0.393086182382676,0.577670985907394,0.513308319727887
4,"1_19",0.511013624113841,0.729090034154002,0.618674963523251,0.632299379861448,0.526460832754039,0.574057118481831,0.541247018074078,0.715319378351354,0.678117265182431,0.581323867190483
1,"1_20",0.492869883049259,0.359507697189936,0.402955354357467,0.553890569852445,0.472470592374317,0.493699827482915,0.347184496753665,0.322463245143439,0.528984829836215,0.524402922863761
2,"1_20",0.458463939335976,0.64111912262161,0.485692392527899,0.485673853932822,0.596468153165001,0.576325829517265,0.557238874618805,0.508073817447027,0.659163926645467,0.671439952513825
3,"1_20",0.509062820096982,0.494848506241515,0.605572078103276,0.606140301227032,0.450466893395372,0.521615373499558,0.634054396553934,0.420987610702462,0.453382051921341,0.419733633210238
4,"1_20",0.531985086581987,0.641045098081849,0.69842941570798,0.691426522073806,0.564488181652715,0.47853950515474,0.729604498668054,0.571938141495289,0.613086969786044,0.482562038909666
1,"1_21",0.549677928557608,0.54018944998711,0.39058699831404,0.41225904816634,0.578884756984101,0.546488306981607,0.286695825240303,0.415740667313566,0.755894222913981,0.480050452467758
2,"1_21",0.595480750241521,0.36033100214231,0.590719612974562,0.541331335514137,0.468862329394578,0.600451570825994,0.593201690007908,0.559141250167242,0.461334180168895,0.720521128668727
3,"1_21",0.530230962241031,0.492011898583647,0.519680091756115,0.618750174673037,0.726248527259737,0.747208529389415,0.454868104324211,0.639487400885252,0.583241539631233,0.661495322378796
4,"1_21",0.403082845438757,0.660715908206192,0.737707843672478,0.56781821238777,0.637984433536439,0.501221574744658,0.589181642407384,0.583352003180257,0.534703337489495,0.643652538444174
1,"1_22",0.567121767779296,0.532899031904068,0.600134190981858,0.546310052734019,0.631213926910527,0.484177288360757,0.675537840034677,0.492052507098999,0.547277262298546,0.573337734742543
2,"1_22",0.547943547452174,0.764581667083549,0.692883103343285,0.681784418635008,0.456833477070144,0.594649551532089,0.73439126331199,0.601761063887536,0.617658557649203,0.593614343217567
3,"1_22",0.603649696043292,0.457537963424603,0.555122019329604,0.561457631929095,0.660414704545002,0.626449499133685,0.669929797945672,0.564417856843077,0.497166836273685,0.334900897918616
4,"1_22",0.774494279213717,0.576616191622169,0.686695877631853,0.727615871187623,0.698687488498912,0.705558272625392,0.818413599073737,0.809188618576306,0.547127916059807,0.687884590510366
1,"1_23",0.442355566910265,0.509017737049439,0.581213748155254,0.473858606144322,0.350027003673995,0.549404181154937,0.301128487920288,0.541977503970935,0.579184966153468,0.340705033134484
2,"1_23",0.442406161163998,0.436579126204009,0.458236735767914,0.638183550113206,0.389985612360446,0.424382961135147,0.287098664476388,0.445638373188606,0.603699159599024,0.28723807304979
3,"1_23",0.394348711003161,0.397052068305611,0.376230064335469,0.298834737997401,0.440537919200042,0.522595905770323,0.459565522255731,0.421656164941845,0.560255341695381,0.485565485526059
4,"1_23",0.44907676759867,0.505860074144798,0.397418999828295,0.522719776890024,0.335404942988557,0.551303500454735,0.261462423501715,0.571222495609875,0.367202111715752,0.671900901660517
1,"1_24",0.434608325336297,0.517415532037789,0.372966314174503,0.540316427456276,0.359659172461631,0.372923804313192,0.400458115843096,0.396182762821531,0.398031159064241,0.239630028965745
2,"1_24",0.557679328211552,0.30726934478808,0.453661481710605,0.355237211724586,0.467296941422676,0.42466040298173,0.40689162120522,0.501804271556341,0.492143602236673,0.59563819726393
3,"1_24",0.632617756797363,0.455098527201287,0.580765092566698,0.505061976049055,0.397767163937125,0.3472661323315,0.0309737459990946,0.541585368498842,0.269261681476053,0.379498612564884
4,"1_24",0.542226307752246,0.333708406324521,0.677205846542604,0.515375682472821,0.458553528261072,0.493815401797529,0.406856419950225,0.296638086479663,0.517637309009324,0.566688243512651
1,"1_25",0.650276080926957,0.388330661868085,0.665576957163786,0.584608593622188,0.558205230239163,0.535904304491047,0.476480207309846,0.487857135704787,0.61014029613473,0.470562547372795
2,"1_25",0.443209806291437,0.587424039571655,0.929276113726407,0.656090762444348,0.593891700360812,0.505809922389541,0.57210735890847,0.364497618428829,0.339033174105716,0.460599089607498
3,"1_25",0.504978412540131,0.552201433583856,0.598114394752729,0.544650814702675,0.513885066770087,0.518153655717802,0.54599086758556,0.710458066198231,0.454328793480541,0.540424869595921
4,"1_25",0.580954305802297,0.683169117165494,0.555359221963186,0.494420277418379,0.617761219590665,0.667860495250242,0.414337201583285,0.447362213070091,0.636598513668791,0.509824141324865
1,"1_26",0.353866559035623,0.42264437489641,0.432945843341277,0.287296838261732,0.554154636061551,0.288262316724397,0.391660366189814,0.326142353163223,0.306610385489533,0.493418740594932
2,"1_26",0.465281883186717,0.493510699298576,0.510087942823334,0.359581033703143,0.509267896775193,0.490118394910349,0.477313119251854,0.60629613021644,0.471765337282702,0.441822164727862
3,"1_26",0.396889331268943,0.547468610899461,0.634304471812058,0.693254509952307,0.75852877577696,0.527458397639601,0.545630752304798,0.693358475875412,0.778520097226627,0.718138042952821
4,"1_26",0.588487156749932,0.439041557304764,0.454562305973972,0.435314676582149,0.662169474397128,0.350319501186085,0.635321622380064,0.466496384104231,0.493963353551874,0.56074294405502
1,"1_27",0.386009025632739,0.346002237083702,0.294106124660694,0.514370789569668,0.420422535976113,0.444676868836258,0.471071671439903,0.26560775032721,0.489434403803118,0.506342862355551
2,"1_27",0.322083185928362,0.271533708670377,0.269962905154733,0.373243955256537,0.280173014071679,0.446598666991318,0.227893847800534,0.353613757324849,0.490158120070343,0.460562770329094
3,"1_27",0.351840558424186,0.543586265338428,0.574631225624765,0.520722858430875,0.656754973294502,0.449784349289964,0.399313594123518,0.58929286535433,0.681744168662722,0.475333158215225
4,"1_27",0.379098018075712,0.361189772721262,0.253898928038981,0.265533357402029,0.389212386462814,0.515585662174321,0.305712376873485,0.201418849713692,0.494631258629483,0.421659588822596
1,"1_28",0.481910133908011,0.393962504929008,0.483371196388159,0.422374488932141,0.409301984949053,0.468896171654798,0.452629523829008,0.374754721374055,0.459827583819166,0.436317629565497
2,"1_28",0.635831192719027,0.328553309833142,0.487465935132754,0.5439668731871,0.669857852485442,0.465610618183557,0.505719266558353,0.578245047794036,0.504845491017913,0.560637717856299
3,"1_28",0.574523927625565,0.654655560043604,0.75500544398416,0.718169226435169,0.534941416210629,0.413651811873441,0.793942198147005,0.539724855483647,0.615128904736916,0.553232189351854
4,"1_28",0.47242248889486,0.463819935648845,0.377907293130753,0.384093694650257,0.350054126880583,0.403480298933118,0.402884590935743,0.491325800070849,0.341631867517304,0.591156701903308
1,"1_29",0.608377764068434,0.611096466965583,0.43755342624731,0.564562343823423,0.325008561008261,0.504196919173516,0.703557778254218,0.3634430334235,0.635550433328124,0.475146036654065
2,"1_29",0.630240091829434,0.571175833253869,0.710480377977673,0.622328532520188,0.584369828170755,0.663827499429328,0.535012844240373,0.731557578898868,0.520669401449037,0.713859602139096
3,"1_29",0.457938742307937,0.519609395038154,0.457461426416509,0.667182574497891,0.695734505253785,0.321976600651029,0.619939868106451,0.396377099664271,0.352057872798649,0.433801148136046
4,"1_29",0.522382049873446,0.376315361613235,0.639551078365626,0.447774634093369,0.430849658585735,0.602820987230934,0.586287274277,0.750157423879631,0.67524153633386,0.671710923153789
1,"1_30",0.231798292830724,0.5082352151563,0.472105140956015,0.54340837111749,0.588745164108764,0.460914337815693,0.572773505573244,0.534503905948183,0.415330822471855,0.568240260797941
2,"1_30",0.587432546797868,0.617065686607772,0.626384320936722,0.537407490593089,0.566222189012528,0.556463390517479,0.524206455868069,0.634933896013734,0.78919166136136,0.563962146792192
3,"1_30",0.599164907500645,0.304885125269609,0.303179511455069,0.583383227784707,0.511264203185904,0.220709970655193,0.427620216109125,0.486976489398197,0.485521732053688,0.48596186239226
4,"1_30",0.497055186375205,0.286517736563022,0.412838300687378,0.50548218260255,0.546327326734884,0.45545281080134,0.504642349942166,0.649587790794731,0.269619563781905,0.381942423048543
1,"1_31",0.535910869647231,0.532628287198351,0.374428981787361,0.443142800489347,0.485985318016922,0.488725630295362,0.545813595705904,0.465427509570188,0.400750674564148,0.44961919023096
2,"1_31",0.320458034329611,0.414439982653752,0.146727222637907,0.253856184246044,0.370564041569744,0.385607447369779,0.236818832514674,0.487713677295402,0.433823285702201,0.46926857065885
3,"1_31",0.647504959902291,0.660606679741798,0.775484741581068,0.596442109602729,0.520985224814707,0.643856899390944,0.537218532897978,0.592259856999847,0.386588262987571,0.664021159352113
4,"1_31",0.482162755195865,0.438701385581867,0.769565691648824,0.384999886735139,0.513141899238711,0.284440345456759,0.535805173168569,0.566756092481434,0.528267575882496,0.466457101951959
1,"1_32",0.506516450598628,0.554495645017396,0.47481157549282,0.691759817904132,0.196055726780126,0.497750752737586,0.467001742831603,0.361380814104194,0.41324545454264,0.621632889587386
2,"1_32",0.388194436282225,0.709728447041254,0.62110206045295,0.695451833683157,0.544768218718789,0.409319862723791,0.491402748256836,0.594054971960901,0.531167468014522,0.452398889971027
3,"1_32",0.423462350687645,0.401260824633674,0.733651554618506,0.5853987825084,0.454772922302902,0.588945986749782,0.527436750112901,0.677487791453319,0.61515818633831,0.613846986848957
4,"1_32",0.618455082467502,0.470897753354022,0.431648067747356,0.395387003589839,0.631707923604439,0.538413153289401,0.416156472863022,0.489687452192262,0.424866458057688,0.434000018843457
1,"1_33",0.436438470889482,0.502485247058614,0.758845157264596,0.477720237227861,0.469837554698798,0.478503302963616,0.416295479863377,0.286269210813947,0.725241357600538,0.534638066641194
2,"1_33",0.346254544172319,0.409614605198948,0.683621264500142,0.395883273438823,0.38602922793033,0.562787568822054,0.412337299071013,0.569275016981086,0.285705652267963,0.545834812643425
3,"1_33",0.565224832322452,0.30463092362062,0.263092561080997,0.09082659432126,0.41781868335292,0.40516641285687,0.409119982285501,0.366463219174579,0.476370721320774,0.251549718468317
4,"1_33",0.613447488127656,0.646808100139779,0.439744863578455,0.499154636943542,0.494225645802997,0.684680947954929,0.546567668139567,0.374924560392065,0.190590471489775,0.533980520591999
1,"1_34",0.439867863017809,0.351038553298785,0.412549546244061,0.523622229751101,0.426433125146065,0.476413119544589,0.705848864584877,0.513844794399549,0.451081431439041,0.423354181387323
2,"1_34",0.539747869786085,0.412979470654597,0.441507425068715,0.355036574983809,0.595566297910733,0.484282839624494,0.421039357834026,0.572137844956334,0.50668502515522,0.800780330938659
3,"1_34",0.160869653344671,0.485002630094917,0.428304057062396,0.256768366537099,0.355567320445156,0.339000339319752,0.379303982903517,0.300511360390472,0.47679566850169,0.381062624923659
4,"1_34",0.641987133704404,0.63191350735694,0.573244267358101,0.70369224497753,0.40812352966297,0.609960191869064,0.446816307369068,0.770609970293505,0.62764057180679,0.6853705131296
1,"1_35",0.444219029683628,0.397712274585409,0.577165691362908,0.487609401464846,0.423254839601055,0.559958353730887,0.325443795898439,0.6471360562689,0.504367999405032,0.452796425035424
2,"1_35",0.44974522444428,0.365099140747912,0.399119974261806,0.322940696544554,0.383925170102616,0.386151429514011,0.374815929025022,0.267463596615127,0.379343829844755,0.411487911997143
3,"1_35",0.506203696359921,0.439401377626549,0.651804414344928,0.449404493950022,0.517020735476204,0.375100420742483,0.458619505054965,0.573382087667057,0.59665970977219,0.471527133370228
4,"1_35",0.426385263975358,0.509265622332056,0.568481355532751,0.403285665648963,0.42983221517246,0.485220443578403,0.388746647535955,0.307899901213004,0.501144769633037,0.504390057133176
1,"1_36",0.519173303808351,0.652424049400291,0.501047944009437,0.617816367197238,0.885630038459504,0.594544627127245,0.590035288240591,0.622342886839113,0.627825885231109,0.644627979818524
2,"1_36",0.748312270954983,0.759964653381084,0.693106574931016,0.742144561543689,0.583710486333737,0.690636596977753,0.659544995099575,0.579743180321591,0.578122467359005,0.616150996535949
3,"1_36",0.383153852866283,0.251684431933575,0.224577011924176,0.373820549520413,0.496726343849909,0.442872088736794,0.478159730960113,0.349705468135876,0.0422018946801243,0.493048830577592
4,"1_36",0.516547072560268,0.416553620465092,0.652525288429369,0.581692948699815,0.516494854581082,0.607485693509415,0.683451543653577,0.428387235882707,0.508001391098317,0.440129586742172
1,"1_37",0.328672359936016,0.634788855349404,0.524929622845017,0.58074728774304,0.380012021665905,0.571668698438523,0.543717595038636,0.492253933788634,0.504229046544606,0.384410469578622
2,"1_37",0.574182472647548,0.359161289545894,0.307687227576172,0.235048678877129,0.384926375832086,0.643577533050204,0.468903029344348,0.273673992563883,0.491114563695118,0.36593320954323
3,"1_37",0.344104894733229,0.490724118274896,0.377379415351871,0.599548328101662,0.378004352414004,0.517870270007592,0.244703596247897,0.443552362265148,0.47768168919145,0.268571925660288
4,"1_37",0.731941618385122,0.539705406066265,0.678117169415807,0.450395302476479,0.575053355776616,0.557972465708231,0.483165508712265,0.601293577520499,0.563564809827585,0.465502919020426
1,"1_38",0.575172530993963,0.537137484891771,0.675758246125888,0.612938695245634,0.582891031961274,0.582559299565809,0.742200177927724,0.492337031484389,0.508465292170264,0.561041552102772
2,"1_38",0.454017551242559,0.403205381331266,0.576267906018391,0.378851024291939,0.485714614630316,0.378326844904348,0.463058546113011,0.594537557221794,0.457111125028167,0.600721174959955
3,"1_38",0.420569884034704,0.493789129059826,0.610878317821157,0.484483007078486,0.58409752192707,0.599289061156829,0.503784802755421,0.611360651131166,0.663206413316542,0.599532486976123
4,"1_38",0.529016260026699,0.596981600236933,0.351109161628848,0.506058796998923,0.587435825505872,0.572051382249059,0.494939859448722,0.504310792696498,0.411420544836557,0.392536040204863
1,"1_39",0.43804839211344,0.367922038864686,0.288574638757325,0.568503103810066,0.354245253586759,0.48624305386833,0.330450245902203,0.664030106162216,0.303968067107434,0.477186402389633
2,"1_39",0.558998309199824,0.450630458651562,0.698644831303152,0.383486058757904,0.484410678732102,0.619499224900338,0.615745765028962,0.582102679058481,0.502299515898602,0.58771939882718
3,"1_39",0.272864206373066,0.597139660876344,0.574983198491576,0.625855175485486,0.57997882918111,0.5263700472538,0.577297843139435,0.6618914618273,0.466267373629722,0.505159364084282
4,"1_39",0.570523496217434,0.491981731235945,0.582478395450406,0.700981891070944,0.712462790222312,0.585904749435415,0.415597608776498,0.578559630944171,0.66805713848418,0.668295012987881
1,"1_40",0.33824003498698,0.591981381112654,0.423118074505316,0.363803685093246,0.399736644464068,0.259328351992458,0.567488379656786,0.404167124076039,0.285923138407985,0.184934578110959
2,"1_40",0.575577773258739,0.596749201952411,0.517425897000834,0.818757920554801,0.725800091390552,0.717644115671019,0.771328467800203,0.742156006776835,0.78813164494636,0.839601633315206
3,"1_40",0.695362183641497,0.696233447968939,0.539808756694593,0.654902676799445,0.634199297737362,0.678421707017042,0.755877490002298,0.580351729481415,0.702607115150491,0.738476155777062
